ko	ko_definition	modules_with_ko	ARTi	ArsAcraccivora	ArsAsiaII3	ArsBTMEDQ21	ArsBee02222015	ArsBeeUS	ArsCjap	ArsFIN	ArsIxoH	ArsLausane	ArsMelophagi	ArsPB	ArsPV	ArsPerl	ArsUK	ArsenophonusARAD	ArsenophonusARAF	ArsenophonusDSM15247	ArsenophonusENCA	ArsenophonusHangzhou	ArsenophonusLipoptena	Ca_Riesia_pediculicola	Ca_Riesia_pediculischaeffi	EA	EB1	EB2	ERR7799985	ERR7800036	ERR7800037	ONit	P_thracensis	Proteus_mirabilis	Providencia_stuartii	SRR10590585	SRR10590592	SRR12528003	SRR13788609	SRR13788620	SRR13788625	SRR2001675	SRR2001708	SRR5317834	SRR6301423	X_nematophila	aApi_AU
K00337	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	M00144	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00338	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	M00144	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00339	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	M00144	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00340	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	M00144	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00341	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	M00144	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00342	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	M00144	1	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1
K00343	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	M00144	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00344	NADPH:quinone reductase [EC:1.6.5.5]	None	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	2	2	2	0	0	0	1	1	1	1	1	1	1	2	1
K00346	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]	None	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00347	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]	None	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00348	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]	None	0	2	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00349	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]	None	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00350	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]	None	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00351	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]	None	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00355	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K00362	nitrite reductase (NADH) large subunit [EC:1.7.1.15]	M00530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
K00363	nitrite reductase (NADH) small subunit [EC:1.7.1.15]	M00530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
K00370	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]	M00530,M00529,M00804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	M00530,M00529,M00804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K00373	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K00374	nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]	M00530,M00529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
K00375	GntR family transcriptional regulator / MocR family aminotransferase	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K00380	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	M00176,M00616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K00381	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	M00176,M00616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	M00307,M00009,M00011,M00532,M00036,M00032	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	None	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00389	putative membrane protein	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K00390	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	M00176,M00616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K00412	ubiquinol-cytochrome c reductase cytochrome b subunit	M00151,M00152	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00424	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]	M00153	1	1	1	0	1	1	1	1	2	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00425	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	M00153	1	1	1	2	1	1	1	1	2	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	2	3	2	1	1	1	1	1	1	1	1	1	1	2	1
K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	M00153	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	2	3	2	1	1	1	1	1	1	1	1	1	1	2	1
K00433	non-heme chloroperoxidase [EC:1.11.1.10]	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1
K00455	3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]	M00533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
K00459	nitronate monooxygenase [EC:1.13.12.16]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K00483	4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0
K00484	flavin reductase (NADH) [EC:1.5.1.36]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K00494	alkanal monooxygenase alpha chain [EC:1.14.14.3]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	M00053	1	3	1	1	2	2	1	2	2	2	1	2	2	2	2	0	1	2	1	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2
K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	M00053	1	1	1	1	2	2	1	2	2	2	1	2	2	2	2	0	1	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2
K00528	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	None	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00529	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]	M00545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K00537	arsenate reductase (glutaredoxin) [EC:1.20.4.1]	None	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	M00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	M00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K00554	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00556	tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]	None	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00557	tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]	None	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	M00035	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
K00560	thymidylate synthase [EC:2.1.1.45]	M00053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00563	23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K00564	16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	None	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00566	tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00567	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	None	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0
K00568	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	M00117	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00570	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]	M00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	None	1	0	0	0	1	2	0	4	4	3	0	1	4	3	3	0	0	2	1	0	0	0	0	0	1	0	1	1	1	3	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1
K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	None	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00574	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	None	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K00575	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]	M00532,M00346,M00140,M00141	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	M00048	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]	None	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
K00605	aminomethyltransferase [EC:2.1.2.10]	M00532	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	M00119,M00913,M00914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K00609	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	M00051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00610	aspartate carbamoyltransferase regulatory subunit	M00051	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	M00844,M00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K00612	carbamoyltransferase [EC:2.1.3.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K00613	glycine amidinotransferase [EC:2.1.4.1]	M00047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K00615	transketolase [EC:2.2.1.1]	M00004,M00007,M00165,M00167,M00611,M00612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
K00616	transaldolase [EC:2.2.1.2]	M00004,M00007	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	M00373,M00375,M00374,M00088,M00095,M00849	0	2	1	0	2	2	0	2	2	2	0	2	2	2	2	0	1	2	1	3	0	0	0	2	2	1	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	0	2	3	2
K00627	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	M00307	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00631	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	None	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00632	acetyl-CoA acyltransferase [EC:2.3.1.16]	M00087	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1	2	1
K00638	chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K00639	glycine C-acetyltransferase [EC:2.3.1.29]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K00640	serine O-acetyltransferase [EC:2.3.1.30]	M00021	1	1	1	2	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	M00082,M00873,M00874	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
K00646	malonyl-ACP decarboxylase	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K00647	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	M00083,M00572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	M00082	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
K00651	homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	M00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K00652	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	M00123,M00573,M00577	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1
K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	M00089	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00656	formate C-acetyltransferase [EC:2.3.1.54]	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K00657	diamine N-acetyltransferase [EC:2.3.1.57]	M00135	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1
K00658	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	M00009,M00011,M00032	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00662	aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K00673	arginine N-succinyltransferase [EC:2.3.1.109]	M00879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00674	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	M00016	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	M00060,M00866	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00681	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K00684	leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	None	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00688	glycogen phosphorylase [EC:2.4.1.1]	M00855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
K00692	levansucrase [EC:2.4.1.10]	None	0	1	0	0	2	2	0	1	2	2	0	2	2	2	2	0	0	2	0	2	0	0	0	2	2	0	2	2	2	2	0	0	0	2	2	2	2	2	2	2	2	0	2	0	2
K00694	cellulose synthase (UDP-forming) [EC:2.4.1.12]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
K00700	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	M00854,M00565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K00703	starch synthase [EC:2.4.1.21]	M00854,M00565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
K00705	4-alpha-glucanotransferase [EC:2.4.1.25]	M00855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K00748	lipid-A-disaccharide synthase [EC:2.4.1.182]	M00060,M00866	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
